标签名,标签ID,描述,单位,类型
N2DCS.XOMYB01EC305,8583,GT IN LOAD REJECTION TO ESD CH,,digital
N2DCS.XOMYB01EC306,8584,GT IN LOAD REJECTION TO ESD CH,,digital
N2DCS.XOMYB01EZ001,8585,GT TRIP TO SER,,digital
N2DCS.Y0AEA14GS101RP,8586,,,digital
N2DCS.Y0AEA14GS101TP,8587,,,digital
N2DCS.ZERO1,8588,开关量0,,digital
N2DCS.21AEA01EA100_XB05,8589,#4主变220KV断路器允许同期,,digital
N2DCS.21BBE00EG001_XB27,8590,#1 SFC 6KV母线低电压信号,,digital
N2DCS.21MKY01EZ120_XB01,8591,#4发电机保护A装置失电/装置闭锁,,digital
N2DCS.21MKY01EZ122_XB01,8592,#4发电机保护A告警总信号,,digital
N2DCS.21MKY01EZ220_XB01,8593,#4发电机保护B装置失电/装置闭锁,,digital
N2DCS.21MKY01EZ222_XB01,8594,#4发电机保护B告警总信号,,digital
N2DCS.AGCOK,8595,AGC总指令与负荷反馈偏差<10,,digital
N2DCS.AGCOKORNOTCCS1,8596,AGC已投入/CCS已退出,,digital
N2DCS.AGCPMT1,8597,AGC投入允许,,digital
N2DCS.AGCREADY,8598,AGC已就绪,,digital
N2DCS.ANYGTRB1,8599,@ Ovation Control Builder @,,digital
N2DCS.CCSMODE1,8600,CCS已投入,,digital
N2DCS.CCSNOTAGC1,8601,CCS已投入且AGC已退出,,digital
N2DCS.CCSPMT,8602,CCS投入允许,,digital
N2DCS.DCS_AUXOK1,8603,#3机润滑油、控制油系统运行正常,,digital
N2DCS.DCS_DRNWTR1,8604,#3机疏水系统运行正常,,digital
N2DCS.DCS_GLANDSTEAMON1,8605,#3机轴封系统运行正常,,digital
N2DCS.DCSSTOPTURB,8606,DCS停止#3机,,digital
N2DCS.DCSTRIPTURB,8607,汽机跳闸,,digital
N2DCS.DEHTRIPPED,8608,#3机跳闸,,digital
N2DCS.EXT_LOADSET_SEL,8609,#4机负荷设定在DCS控制,,digital
N2DCS.FC_MODE,8610,纯凝模式,,digital
N2DCS.GT_REMOTE_PER,8611,#4机允许CCS控制,,digital
N2DCS.GTCBOFF1,8612,#4发电机已解列,,digital
N2DCS.GTCBON1,8613,#4发电机已并网,,digital
N2DCS.GTCCS,8614,@ Ovation Control Builder @,,digital
N2DCS.GTCCSONDMD1,8615,CCS投入请求,,digital
N2DCS.GTCCSONDMDPMT1,8616,CCS投入请求允许,,digital
N2DCS.GTCCSPMT1,8617,#4机负荷>120且负荷在DCS控制,,digital
N2DCS.GTFIRE,8618,@ Ovation Control Builder @,,digital
N2DCS.GTHINTERLOCK,8619,#4机跳闸信号（联跳#3炉）,,digital
N2DCS.GTLOAD_AUTO1,8620,@ Ovation Control Builder @,,digital
N2DCS.GTNOFIRE1,8621,#4机无火焰通道1,,digital
N2DCS.GTNOFIRE2,8622,#4机无火焰通道2,,digital
N2DCS.GTNOFIRE3,8623,#4机无火焰通道3,,digital
N2DCS.GTPCTR1,8624,#4机盘车已投入通道1(ESD),,digital
N2DCS.GTPCTR2,8625,#4机盘车已投入通道2(ESD),,digital
N2DCS.GTPCTR3,8626,#4机盘车已投入通道3(ESD),,digital
N2DCS.GTRB,8627,#4机发生RB,,digital
N2DCS.GTRB1,8628,#4机发生RB通道1,,digital
N2DCS.GTRB2,8629,#4机发生RB通道2,,digital
N2DCS.GTREJ1,8630,#4机甩负荷通道1(ESD),,digital
N2DCS.GTREJ2,8631,#4机甩负荷通道2(ESD),,digital
N2DCS.GTREJ3,8632,#4机甩负荷通道3(ESD),,digital
N2DCS.GTRUN1,8633,#4机在运行,,digital
N2DCS.GTSTOP1,8634,#4机已停止,,digital
N2DCS.GTTRIP,8635,#4机已跳闸,,digital
N2DCS.HINTERLOCK,8636,@ Ovation Control Builder @,,digital
N2DCS.HREXHOT,8637,#3炉极热态模式启动,,digital
N2DCS.HRSGRUN,8638,#3炉在运行,,digital
N2DCS.HRSGSTOP,8639,#3炉已停止,,digital
N2DCS.HSELFC_MODE,8640,#2机组纯凝模式,,digital
N2DCS.HSELPC_MODE,8641,#2机组抽凝模式,,digital
N2DCS.HSTRUPMODESEL,8642,#3炉在任一启动方式（冷、温、热,,digital
N2DCS.HTRIPDMD,8643,#3炉跳闸信号（联跳燃机）,,digital
N2DCS.IGVFOP,8644,IGV全开(慢速速率),,digital
N2DCS.IGVOP,8645,IGV全开,,digital
N2DCS.J0LBG10AA003CP_DI1,8646,@ Ovation Control Builder @,,digital
N2DCS.J0LBG22AA001CP_DI1,8647,启动锅炉至辅汽母管关断阀全关,,digital
N2DCS.J0LBG22AA001OP_DI1,8648,@ Ovation Control Builder @,,digital
N2DCS.J0QFB50CP101DI1,8649,空压机顺控启动完成,,digital
N2DCS.LIFTPUMPS_1OF2ON,8650,至少一台顶轴油泵在运行,,digital
N2DCS.LIFTPUMPS_ALLOFF1,8651,顶轴油泵均已停止,,digital
N2DCS.LOADATMAX1,8652,#2机组总负荷设定>高限值,,digital
N2DCS.LOADATMIN1,8653,#2机组总负荷设定<低限值,,digital
N2DCS.LOADGO1,8654,负荷开始增减,,digital
N2DCS.LOADHOLD1,8655,负荷停止增减/保持原值,,digital
N2DCS.LOADSP_AUTO1,8656,#2机组负荷设定在自动模式,,digital
N2DCS.MONTH_CHG,8657,月份变化,,digital
N2DCS.NOTCCSMODE1,8658,CCS已退出,,digital
N2DCS.OPCACT,8659,OPC动作（DEH至DCS）,,digital
N2DCS.OPLBYPS,8660,停#3机时打开低旁阀,,digital
N2DCS.PC_MODE,8661,#2机组抽凝模式,,digital
N2DCS.RB1PUTIN,8662,#3炉跳闸联锁#4机RB保护投入,,digital
N2DCS.RBOCCUR1,8663,#4机RB回路1,,digital
N2DCS.RBOCCUR2,8664,#4机RB回路2,,digital
N2DCS.RBORNOTCCS1,8665,#4机发生RB或CCS已退出,,digital
N2DCS.RBPUTIN,8666,凝结水泵跳闸联锁#4机RB保护投入,,digital
N2DCS.SPTINTRHRSG,8667,停#3机联锁停余热锅炉,,digital
N2DCS.STCBOFF1,8668,#3发电机已解列,,digital
N2DCS.STCBON,8669,@ Ovation Control Builder @,,digital
N2DCS.STCBON1,8670,#3发电机已并网,,digital
N2DCS.STOPTURBCMD,8671,DCS停止#3机指令,,digital
N2DCS.STRUN,8672,#3机负荷>20MW,,digital
N2DCS.TEST_AUTO,8673,@ Ovation Control Builder @,,digital
N2DCS.THINTERLOCK,8674,#4机跳闸信号（联跳#3炉）,,digital
N2DCS.TURBLATCHED1,8675,#3机无遮断信号,,digital
N2DCS.TURBRUN,8676,#3机无遮断信号,,digital
N2DCS.TURBTRIP1,8677,#3机已遮断,,digital
N2DCS.TURBTRIPACKOK1,8678,#3机打闸已确认（APS停机）,,digital
N2DCS.Y0AEA11GS101RP,8679,@ Ovation Control Builder @,,digital
N2DCS.Y0AEA11GS101TP,8680,@ Ovation Control Builder @,,digital
N2DCS.YEAR_CHG,8681,年份变化,,digital
N2DCS.20LBD20AA001CD,8682,#3机冷再供热电动门关闭指令,,digital
N2DCS.20LBD20AA001CP,8683,#3机冷再供热电动门全关位置,,digital
N2DCS.20LBD20AA001F,8684,#3机冷再供热电动门综合故障,,digital
N2DCS.20LBD20AA001OD,8685,#3机冷再供热电动门打开指令,,digital
N2DCS.20LBD20AA001OP,8686,#3机冷再供热电动门全开位置,,digital
N2DCS.20LBD20AA001RC,8687,#3机冷再供热电动门在远控,,digital
N2DCS.20LBD20AA002CD,8688,冷再供热逆止门后电动门关指令,,digital
N2DCS.20LBD20AA002CP,8689,冷再供热逆止门后电动门全关位,,digital
N2DCS.20LBD20AA002F,8690,冷再供热逆止门后电动门综合故障,,digital
N2DCS.20LBD20AA002OD,8691,冷再供热逆止门后电动门开指令,,digital
N2DCS.20LBD20AA002OP,8692,冷再供热逆止门后电动门全开位,,digital
N2DCS.20LBD20AA002RC,8693,冷再供热逆止门后电动门在远控,,digital
N2DCS.20LBD20AA402CP,8694,冷再供热母管气动疏水门全关位,,digital
N2DCS.20LBD20AA402F,8695,冷再供热母管气动疏水门无电源,,digital
N2DCS.20LBD20AA402OD/CD,8696,冷再供热母管气动疏水门开指令,,digital
N2DCS.20LBD20AA402OP,8697,冷再供热母管气动疏水门全开位,,digital
N2DCS.20LBD20AC001AUTO,8698,冷再供热减温减压器在自动模式,,digital
N2DCS.20LBD20AC001DVHI,8699,冷再供热减压器指令、反馈偏差大,,digital
N2DCS.20LBD20AC001F,8700,冷再供热减温减压器综合故障,,digital
N2DCS.20LBD20AC001RC,8701,冷再供热减温减压器在远控,,digital
N2DCS.20LBD20AC001SPDH,8702,冷再供热减压器设定、反馈偏差大,,digital
N2DCS.20LBD40AA001CD,8703,#3机热再供热电动门关指令,,digital
N2DCS.20LBD40AA001CP,8704,#3机热再供热电动门全关位,,digital
N2DCS.20LBD40AA001F,8705,#3机热再供热电动门综合故障,,digital
N2DCS.20LBD40AA001OD,8706,#3机热再供热电动门开指令,,digital
N2DCS.20LBD40AA001OP,8707,#3机热再供热电动门全开位,,digital
N2DCS.20LBD40AA001RC,8708,#3机热再供热电动门在远控,,digital
N2DCS.20LBD40AA002CD,8709,热再供热逆止门后电动门关指令,,digital
N2DCS.20LBD40AA002CP,8710,热再供热逆止门后电动门全关位,,digital
N2DCS.20LBD40AA002F,8711,热再供热逆止门后电动门综合故障,,digital
N2DCS.20LBD40AA002OD,8712,热再供热逆止门后电动门开指令,,digital
N2DCS.20LBD40AA002OP,8713,热再供热逆止门后电动门全开位,,digital
N2DCS.20LBD40AA002RC,8714,热再供热逆止门后电动门在远控,,digital
N2DCS.20LBD40AA402CP,8715,热再供热母管气动疏水门全关位,,digital
N2DCS.20LBD40AA402F,8716,热再供热母管气动疏水门无电源,,digital
N2DCS.20LBD40AA402OD/CD,8717,热再供热母管气动疏水门开指令,,digital
N2DCS.20LBD40AA402OP,8718,热再供热母管气动疏水门全开位,,digital
N2DCS.20LBD40AC001AUTO,8719,热再供热减温减压器在自动模式,,digital
N2DCS.20LBD40AC001DVHI,8720,热再供热减压器指令、反馈偏差大,,digital
N2DCS.20LBD40AC001F,8721,热再供热减温减压器综合故障,,digital
N2DCS.20LBD40AC001RC,8722,热再供热减温减压器在远控,,digital
N2DCS.20LBD40AC001SPDH,8723,热再供热减压器设定、反馈偏差大,,digital
N2DCS.20LBD60AA001CD,8724,#3机供热母管电动门关闭指令,,digital
N2DCS.20LBD60AA001CP,8725,#3机供热母管电动门全关位置,,digital
N2DCS.20LBD60AA001F,8726,#3机供热母管电动门综合故障,,digital
N2DCS.20LBD60AA001OD,8727,#3机供热母管电动门打开指令,,digital
N2DCS.20LBD60AA001OP,8728,#3机供热母管电动门全开位置,,digital
N2DCS.20LBD60AA001RC,8729,#3机供热母管电动门在远控,,digital
N2DCS.20LBD80AA001CD,8730,冷再抽汽至预留中压电动门关指令,,digital
N2DCS.20LBD80AA001CP,8731,冷再抽汽至预留中压电动门全关位,,digital
N2DCS.20LBD80AA001F,8732,冷再抽汽至预留中压电动门故障,,digital
N2DCS.20LBD80AA001OD,8733,冷再抽汽至预留中压电动门开指令,,digital
N2DCS.20LBD80AA001OP,8734,冷再抽汽至预留中压电动门全开位,,digital
N2DCS.20LBD80AA001RC,8735,冷再抽汽至预留中压电动门在远控,,digital
N2DCS.20LBD80AA402CP,8736,冷再抽汽至预留管道疏水门全关位,,digital
N2DCS.20LBD80AA402F,8737,冷再抽汽至预留管道疏水门无电源,,digital
N2DCS.20LBD80AA402OD/CD,8738,冷再抽汽至预留管疏水门关/开令,,digital
N2DCS.20LBD80AA402OP,8739,冷再抽汽至预留管道疏水门全开位,,digital
N2DCS.20LBG11AA007CD,8740,高排至辅汽母管供汽电动门关指令,,digital
N2DCS.20LBG11AA007CP,8741,高排至辅汽母管供汽电动门全关位,,digital
N2DCS.20LBG11AA007F,8742,高排至辅汽母管供汽电动门故障,,digital
N2DCS.20LBG11AA007OD,8743,高排至辅汽母管供汽电动门开指令,,digital
N2DCS.20LBG11AA007OP,8744,高排至辅汽母管供汽电动门全开位,,digital
N2DCS.20LBG11AA007RC,8745,高排至辅汽母管供汽电动门在远控,,digital
N2DCS.20LBG11AC001AUTO,8746,高排至辅汽母管供汽减压器在自动,,digital
N2DCS.20LBG11AC001DVHI,8747,高排至辅汽减压器指令反馈偏差大,,digital
N2DCS.20LBG11AC001F,8748,高排至辅汽母管供汽减压器故障,,digital
N2DCS.20LBG11AC001RC,8749,高排至辅汽母管供汽减压器在远控,,digital
N2DCS.20LBG11AC001SPDH,8750,高排至辅汽减压器设定反馈偏差大,,digital
N2DCS.20LBG21AA001CD,8751,辅汽至#3机轴封供汽电动门关指令,,digital
N2DCS.20LBG21AA001CP,8752,辅汽至#3机轴封供汽电动门全关位,,digital
N2DCS.20LBG21AA001F,8753,辅汽至#3机轴封供汽电动门故障,,digital
N2DCS.20LBG21AA001OD,8754,辅汽至#3机轴封供汽电动门开指令,,digital
N2DCS.20LBG21AA001OP,8755,辅汽至#3机轴封供汽电动门全开位,,digital
N2DCS.20LBG21AA001RC,8756,辅汽至#3机轴封供汽电动门在远控,,digital
N2DCS.20LBG22AA001CD,8757,辅汽至#3机喷射器电动门关指令,,digital
N2DCS.20LBG22AA001CP,8758,辅汽至#3机喷射器电动门全关位,,digital
N2DCS.20LBG22AA001F,8759,辅汽至#3机喷射器电动门综合故障,,digital
N2DCS.20LBG22AA001OD,8760,辅汽至#3机喷射器电动门打开指令,,digital
N2DCS.20LBG22AA001OP,8761,辅汽至#3机喷射器电动门全开位,,digital
N2DCS.20LBG22AA001RC,8762,辅汽至#3机喷射器电动门在远控,,digital
N2DCS.20LCE11AA001CD,8763,凝结水至辅汽减温水电动门关指令,,digital
N2DCS.20LCE11AA001CP,8764,凝结水至辅汽减温水电动门全关位,,digital
N2DCS.20LCE11AA001F,8765,凝结水至辅汽减温水电动门故障,,digital
N2DCS.20LCE11AA001OD,8766,凝结水至辅汽减温水电动门开指令,,digital
N2DCS.20LCE11AA001OP,8767,凝结水至辅汽减温水电动门全开位,,digital
N2DCS.20LCE11AA001RC,8768,凝结水至辅汽减温水电动门在远控,,digital
N2DCS.20LCE11AA101AUTO,8769,凝结水至辅汽减温水调阀在自动,,digital
N2DCS.20LCE11AA101DVHI,8770,辅汽减温水调阀指令反馈偏差大,,digital
N2DCS.20LCE11AA101F,8771,凝结水至辅汽减温水调阀故障,,digital
N2DCS.20LCE11AA101RC,8772,凝结水至辅汽减温水调阀在远控,,digital
N2DCS.20LCE11AA101SPDH,8773,辅汽减温水调阀设定反馈偏差大,,digital
N2DCS.20LCE12AA001CD,8774,凝结水至低旁减温水气动门关指令,,digital
N2DCS.20LCE12AA001F,8775,凝结水至低旁减温水气动门无电源,,digital
N2DCS.20LCE12AA001OD,8776,凝结水至低旁减温水气动门开指令,,digital
N2DCS.20LCE12AA001OP,8777,凝结水至低旁减温水气动门全开位,,digital
N2DCS.20LCE12AA101_CUT,8778,@ Ovation Control Builder @,,digital
N2DCS.20LCE12AA101_OP,8779,@ Ovation Control Builder @,,digital
N2DCS.20LCE12AA101AUTO,8780,凝结水至低旁减温水调节阀在自动,,digital
N2DCS.20LCE12AA101CD,8781,凝结水至低旁减温水调阀快关指令,,digital
N2DCS.20LCE12AA101DVHI,8782,@ Ovation Control Builder @,,digital
N2DCS.20LCE12AA101F,8783,凝结水至低旁减温水调节阀故障,,digital
N2DCS.20LCE12AA101OD,8784,凝结水至低旁减温水调阀快开指令,,digital
N2DCS.20LCE12AA101SPDH,8785,@ Ovation Control Builder @,,digital
N2DCS.20LCE13AA001CD,8786,凝结水至热再减温水电动门关指令,,digital
N2DCS.20LCE13AA001CP,8787,凝结水至热再减温水电动门全关位,,digital
N2DCS.20LCE13AA001F,8788,凝结水至热再减温水电动门故障,,digital
N2DCS.20LCE13AA001OD,8789,凝结水至热再减温水电动门开指令,,digital
N2DCS.20LCE13AA001OP,8790,凝结水至热再减温水电动门全开位,,digital
N2DCS.20LCE13AA001RC,8791,凝结水至热再减温水电动门在远控,,digital
N2DCS.20LCE13AA101AUTO,8792,凝结水至热再减温水调阀在自动,,digital
N2DCS.20LCE13AA101DVHI,8793,热再减温水调阀指令反馈偏差大,,digital
N2DCS.20LCE13AA101F,8794,凝结水至热再减温水调阀故障,,digital
N2DCS.20LCE13AA101RC,8795,凝结水至热再减温水调阀在远控,,digital
N2DCS.20LCE13AA101SPDH,8796,热再减温水调阀设定反馈偏差大,,digital
N2DCS.20LCE15AA001CD,8797,凝结水至中旁减温水气动门关指令,,digital
N2DCS.20LCE15AA001F,8798,凝结水至中旁减温水气动门无电源,,digital
N2DCS.20LCE15AA001OD,8799,凝结水至中旁减温水气动门开指令,,digital
N2DCS.20LCE15AA001OP,8800,凝结水至中旁减温水气动门全开位,,digital
N2DCS.20LCE15AA101_CUT,8801,中压旁路喷水减温阀CUT,,digital
N2DCS.20LCE15AA101_OP,8802,中压旁路喷水减温阀OP,,digital
N2DCS.20LCE15AA101AUTO,8803,凝结水至中旁减温水调节阀在自动,,digital
N2DCS.20LCE15AA101CD,8804,凝结水至中旁减温水调阀快关指令,,digital
N2DCS.20LCE15AA101DVHI,8805,@ Ovation Control Builder @,,digital
N2DCS.20LCE15AA101F,8806,凝结水至中旁减温水调节阀故障,,digital
N2DCS.20LCE15AA101OD,8807,凝结水至中旁减温水调阀快开指令,,digital
N2DCS.20LCE15AA101SPDH,8808,@ Ovation Control Builder @,,digital
N2DCS.20LCE17AA001CD,8809,凝结水至冷再减温水电动门关指令,,digital
N2DCS.20LCE17AA001CP,8810,凝结水至冷再减温水电动门全关位,,digital
N2DCS.20LCE17AA001F,8811,凝结水至冷再减温水电动门故障,,digital
N2DCS.20LCE17AA001OD,8812,凝结水至冷再减温水电动门开指令,,digital
N2DCS.20LCE17AA001OP,8813,凝结水至冷再减温水电动门全开位,,digital
N2DCS.20LCE17AA001RC,8814,凝结水至冷再减温水电动门在远控,,digital
N2DCS.20LCE17AA101AUTO,8815,凝结水至冷再减温水调阀在自动,,digital
N2DCS.20LCE17AA101DVHI,8816,冷再减温水调阀指令反馈偏差大,,digital
N2DCS.20LCE17AA101F,8817,凝结水至冷再减温水调阀故障,,digital
N2DCS.20LCE17AA101RC,8818,凝结水至冷再减温水调阀在远控,,digital
N2DCS.20LCE17AA101SPDH,8819,冷再减温水调阀设定反馈偏差大,,digital
N2DCS.20LCE18AA052CD,8820,凝结水至轴封减温水电动门关指令,,digital
N2DCS.20LCE18AA052CP,8821,凝结水至轴封减温水电动门全关位,,digital
N2DCS.20LCE18AA052F,8822,凝结水至轴封减温水电动门无电源,,digital
N2DCS.20LCE18AA052OD,8823,凝结水至轴封减温水电动门开指令,,digital
N2DCS.20LCE18AA052OP,8824,凝结水至轴封减温水电动门全开位,,digital
N2DCS.20LCE18AA152AUTO,8825,凝结水至轴封减温水调阀在自动,,digital
N2DCS.20LCE18AA152DVHI,8826,轴封减温水调阀指令、反馈偏差大,,digital
N2DCS.20LCE18AA152SPDH,8827,轴封减温水调阀设定、反馈偏差大,,digital
N2DCS.20LCE19AA101AUTO,8828,凝汽器水幕喷水气动阀在自动,,digital
N2DCS.20LCE19AA101CP,8829,凝汽器水幕喷水气动阀全关位,,digital
N2DCS.20LCE19AA101DVHI,8830,凝汽器水幕喷水阀指令反馈偏差大,,digital
N2DCS.20LCE19AA101OD,8831,凝汽器水幕喷水气动阀关/开指令,,digital
N2DCS.20LCE19AA101OP,8832,凝汽器水幕喷水气动阀全开位,,digital
N2DCS.20LCE19AA101PF,8833,凝汽器水幕喷水气动阀无电源,,digital
N2DCS.20LCE19AA101SPDH,8834,凝汽器水幕喷水阀设定反馈偏差大,,digital
N2DCS.20LCE20AA101AUTO,8835,疏水扩容器减温水调阀在自动,,digital
N2DCS.20LCE20AA101DVHI,8836,疏扩减温水调阀指令反馈偏差大,,digital
N2DCS.20LCE20AA101SPDH,8837,疏扩减温水调阀设定反馈偏差大,,digital
N2DCS.20LCM40AA403CD,8838,#1疏水泵出口真空电动门关闭指令,,digital
N2DCS.20LCM40AA403CP,8839,#1疏水泵出口真空电动门全关位置,,digital
N2DCS.20LCM40AA403F,8840,#1疏水泵出口真空电动门故障,,digital
N2DCS.20LCM40AA403OD,8841,#1疏水泵出口真空电动门打开指令,,digital
N2DCS.20LCM40AA403OP,8842,#1疏水泵出口真空电动门全开位置,,digital
N2DCS.20LCM40AA403RC,8843,#1疏水泵出口真空电动门在远控,,digital
N2DCS.20LCM40AA406CD,8844,#2疏水泵出口真空电动门关闭指令,,digital
N2DCS.20LCM40AA406CP,8845,#2疏水泵出口真空电动门全关位置,,digital
N2DCS.20LCM40AA406F,8846,#2疏水泵出口真空电动门故障,,digital
N2DCS.20LCM40AA406OD,8847,#2疏水泵出口真空电动门打开指令,,digital
N2DCS.20LCM40AA406OP,8848,#2疏水泵出口真空电动门全开位置,,digital
N2DCS.20LCM40AA406RC,8849,#2疏水泵出口真空电动门在远控,,digital
N2DCS.20LCM40AA407CD,8850,疏扩放水至凝泵坑电动门关指令,,digital
N2DCS.20LCM40AA407CP,8851,疏扩放水至凝泵坑电动门全关位,,digital
N2DCS.20LCM40AA407F,8852,疏扩放水至凝泵坑电动门故障,,digital
N2DCS.20LCM40AA407OD,8853,疏扩放水至凝泵坑电动门开指令,,digital
N2DCS.20LCM40AA407OP,8854,疏扩放水至凝泵坑电动门全开位,,digital
N2DCS.20LCM40AA407RC,8855,疏扩放水至凝泵坑电动门在远控,,digital
N2DCS.20LCM40AP001PF,8856,#1疏水泵综合故障,,digital
N2DCS.20LCM40AP001RC,8857,#1疏水泵已预选且远方控制,,digital
N2DCS.20LCM40AP001RD,8858,#1/#2疏水泵远方启动指令,,digital
N2DCS.20LCM40AP001RP,8859,#1疏水泵已停止,,digital
N2DCS.20LCM40AP001TD,8860,#1/#2疏水泵远方停止指令,,digital
N2DCS.20LCM40AP001TP,8861,#1疏水泵已停止,,digital
N2DCS.20LCM40AP002PF,8862,#2疏水泵综合故障,,digital
N2DCS.20LCM40AP002RC,8863,#2疏水泵已预选且远方控制,,digital
N2DCS.20LCM40AP002RD,8864,#2疏水泵启动指令,,digital
N2DCS.20LCM40AP002RP,8865,#2疏水泵已停止,,digital
N2DCS.20LCM40AP002TD,8866,#2疏水泵停止指令,,digital
N2DCS.20LCM40AP002TP,8867,#2疏水泵已停止,,digital
N2DCS.20MAL22AA051CP,8868,高压缸气动疏水门1全关位置,,digital
N2DCS.20MAL22AA051F,8869,高压缸气动疏水门1电源消失,,digital
N2DCS.20MAL22AA051OD/CD,8870,高压缸气动疏水门1关闭/打开指令,,digital
N2DCS.20MAL22AA051OP,8871,高压缸气动疏水门1全开位置,,digital
N2DCS.20MAL22AA053CP,8872,高压缸气动疏水门2全关位置,,digital
N2DCS.20MAL22AA053F,8873,高压缸气动疏水门2电源消失,,digital
N2DCS.20MAL22AA053OD/CD,8874,高压缸气动疏水门2打开/关闭指令,,digital
N2DCS.20MAL22AA053OP,8875,高压缸气动疏水门2全开位置,,digital
N2DCS.20MAL22AA054CP,8876,高压缸气动疏水门3全关位置,,digital
N2DCS.20MAL22AA054F,8877,高压缸气动疏水门3电源消失,,digital
N2DCS.20MAL22AA054OD/CD,8878,高压缸气动疏水门3打开/关闭指令,,digital
N2DCS.20MAL22AA054OP,8879,高压缸气动疏水门3全开位置,,digital
N2DCS.20MAL35AA051CP,8880,中压缸气动疏水门1全关位置,,digital
N2DCS.20MAL35AA051F,8881,中压缸气动疏水门1电源消失,,digital
N2DCS.20MAL35AA051OD/CD,8882,中压缸气动疏水门1关闭/打开指令,,digital
N2DCS.20MAL35AA051OP,8883,中压缸气动疏水门1全开位置,,digital
N2DCS.20MAL36AA051CP,8884,中压缸气动疏水门2全关位置,,digital
N2DCS.20MAL36AA051F,8885,中压缸气动疏水门2电源消失,,digital
N2DCS.20MAL36AA051OD/CD,8886,中压缸气动疏水门2关闭/打开指令,,digital
N2DCS.20MAL36AA051OP,8887,中压缸气动疏水门2全开位置,,digital
N2DCS.20MAL50AA051CP,8888,低压缸气动疏水门全关位置,,digital
N2DCS.20MAL50AA051F,8889,低压缸气动疏水门电源消失,,digital
N2DCS.20MAL50AA051OD/CD,8890,低压缸气动疏水门关闭/打开指令,,digital
